question,scratch,answer
Jesse's room is 11 feet long and 15 feet wide. If she already has 16 square feet of carpet How much more carpet does she need to cover the whole floor? Equation: <equation> 165 - 16</equation> ,<scratch>Multiplying 11 by 15 at digit level;  11 * 15 = 165. move one place left; 1 remains 1; final result: 165.</scratch>,165
Jake has 6 fewer peaches and 8 more apples than Steven. Steven has 17 peaches and 16 apples. How many more peaches than apples does Steven have? Equation: <equation> 17 - 16</equation> ,<scratch>Subtracting 16 from 17 at digit level;  17 >= 16;  Borrow: 0; 17 - 16 = 1. move one place left; 7 remains 7; final result: 1.</scratch>,1
Danny collects bottle caps. He threw away 60 of the old ones at the park while he found 58 bottle caps new ones. Now he has 67 bottle caps in his collection. How many bottle caps did danny have at first? Equation: <equation> 127 - 58</equation> ,<scratch>Adding 67 and 58 at digit level;  67 >= 58;  Borrow: 0; 67 + 58 = 125. move one place left; 7 remains 7; Adding 0 and 7 at digit level;  0 >= 7;  Borrow: 0; 0 + 7 = 7. move one place left; 1 remains 1; final result: 125.</scratch>,1251
Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left. How many cards did Nell give to Jeff? Equation: <equation> 573.0 - -15.0</equation>,<scratch>Subtracting 210 from 573 at digit level;  573 >= 210;  Borrow: 0; 573 - 210 = 363. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 6 remains 6; final result: 363.</scratch>,363
Next on his checklist is wax to stick the feathers together. If he currently has 11 g of wax and the feathers require a total of 492 g of wax How many more grams of wax does he need? Equation: <equation> 492 - 11</equation> ,<scratch>Subtracting 11 from 492 at digit level;  492 >= 11;  Borrow: 0; 492 - 11 = 481. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 4 remains 4; final result: 471.</scratch>,471
Steven has 19 peaches. Jake has 12 fewer peaches than Steven and 72 more peaches than Jill. How many peaches does Jake have? Equation: <equation> 19 - 12</equation> ,<scratch>Subtracting 12 from 19 at digit level;  19 >= 12;  Borrow: 0; 19 - 12 = 7. move one place left; 9 remains 9; final result: 7.</scratch>,7
A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long. How many more pages does the first chapter have than the second chapter? Equation: <equation> 91 - 23</equation> ,<scratch>Subtracting 23 from 91 at digit level;  9 >= 2;  Borrow: 0; 9 - 2 = 7. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 9 remains 9; final result: 68.</scratch>,68
Danny collects bottle caps. He found 36 bottle caps at the park while he threw away 35 old ones. Now he has 22 bottle caps in his collection. How many more bottle caps did danny find at the park than those he threw away? Equation: <equation> 36 - 35</equation> ,<scratch>Subtracting 35 from 36 at digit level;  36 >= 35;  Borrow: 0; 36 - 35 = 1. move one place left; 6 remains 6; final result: 1.</scratch>,1
Dan has $ 4. For a total of $ 3 he bought 10 candy bar each one costing the same amount of money. How much money is left? Equation: <equation> 4 - 3</equation> ,<scratch>Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 4 remains 4; final result: 1.</scratch>,1
Mary is baking a cake. The recipe calls for 6 cups of sugar and 9 cups of flour. She already put in 2 cups of flour. How many more cups of flour than cups of sugar does she need to add now? Equation: <equation> 9.0 - -4.0</equation>,<scratch>Subtracting -4 from 9 at digit level;  9 >= -4;  Borrow: 0; 9 - -4 = 13. move one place left; 0 remains 0; final result: 13.</scratch>,13
At the zoo, a cage had 95 snakes and 61 alligators. If 64 snakes were hiding How many snakes were not hiding? Equation: <equation> 95 - 64</equation> ,<scratch>Subtracting 64 from 95 at digit level;  9 >= 6;  Borrow: 1; 9 - 6 = 3. move one place left; 5 remains 5; Subtracting 4 from 5 at digit level;  5 >= 4;  Borrow: 0; 5 - 4 = 1. move one place left; 3 remains 3; final result: 31.</scratch>,31
Baker made 155 cakes. If his friend bought 140 cakes from him How many cakes would baker still have? Equation: <equation> 155 - 140</equation> ,<scratch>Subtracting 140 from 155 at digit level;  15 >= 14;  Borrow: 1; 15 - 14 = 1. move one place left; 5 remains 5; Subtracting 0 from 5 at digit level;  5 >= 0;  Borrow: 0; 5 - 0 = 5. move one place left; 1 remains 1; final result: 15.</scratch>,15
2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus. How many more children are on the bus now than there were before the bus stop? Equation: <equation> 10 - 2</equation> ,<scratch>Subtracting 2 from 10 at digit level;  10 >= 2;  Borrow: 0; 10 - 2 = 8. move one place left; 0 remains 0; final result: 8.</scratch>,8
Danny collects bottle caps and wrappers. He found 22 bottle caps and 8 wrappers at the park. Now he has 28 bottle caps and 63 wrappers in his collection. How many bottle caps did danny have at first? Equation: <equation> 28 - 22</equation> ,<scratch>Subtracting 22 from 28 at digit level;  28 >= 22;  Borrow: 0; 28 - 22 = 6. move one place left; 2 remains 2; final result: 6.</scratch>,6
Paco ate 36 cookies. If he had 37 cookies initially How many cookies did Paco have left? Equation: <equation> 37 - 36</equation> ,<scratch>Subtracting 36 from 37 at digit level;  37 >= 36;  Borrow: 1; 37 - 36 = 1. move one place left; 7 remains 7; final result: 1.</scratch>,1
Bobby had 21 pieces of candy. He ate 5 pieces of candy. Then he ate 9 more. How many pieces of candy does he still have left? Equation: <equation> 21 - 14</equation> ,<scratch>Subtracting 5 from 21 at digit level;  21 >= 5;  Borrow: 0; 21 - 5 = 16. move one place left; 1 remains 1; Subtracting 9 from 16 at digit level;  16 >= 9;  Borrow: 1; 16 - 9 = 7. move one place left; 1 remains 1; final result: 7.</scratch>,7
Baker made 54 cakes. He sold some of them. If he still has 13 cakes left How many cakes did baker sell? Equation: <equation> 54 - 13</equation> ,<scratch>Subtracting 13 from 54 at digit level;  5 >= 1;  Borrow: 1; 5 - 1 = 4. move one place left; 4 remains 4; Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 1; 4 - 3 = 1. move one place left; 4 remains 4; final result: 41.</scratch>,41
During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home? Equation: <equation> 819058 - 668278</equation> ,<scratch>Subtracting 668278 from 819058 at digit level;  8 >= 6;  Borrow: 0; 8 - 6 = 2. move one place left; 1 remains 1; Subtracting 8 from 1 at digit level;  1 >= 8;  Borrow: 1; 1 - 8 = -7. move one place left; 2 remains 2; Subtracting 2 from 7 at digit level;  7 >= 2;  Borrow: 1; 7 - 2 = 5. move one place left; 2 remains 2; Subtracting 5 from 2 at digit level;  2 >= 5;  Borrow: 1; 2 - 5 = -3. move one place left; 2 remains 2; final result: 150780.</scratch>,150780
Randy has 79 blocks. He uses 14 blocks to build a tower and 11 blocks to build a house. How many blocks are left? Equation: <equation> 79 - 25</equation> ,<scratch>Subtracting 11 from 14 at digit level;  14 >= 11;  Borrow: 0; 14 - 11 = 3. move one place left; 4 remains 4; Subtracting 3 from 4 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 7 remains 7; final result: 64.</scratch>,64
2 birds were sitting on the fence. Some more birds came to join them. If there are a total of 6 birds on the fence now How many more birds had come to sit on the fence? Equation: <equation> 6 - 2</equation> ,<scratch>Subtracting 2 from 6 at digit level;  6 >= 2;  Borrow: 0; 6 - 2 = 4. move one place left; 2 remains 2; final result: 4.</scratch>,4
Jesse's room is 12 feet long and 11 feet wide. How much longer is her room than it is wide? Equation: <equation> 12 - 11</equation> ,<scratch>Subtracting 11 from 12 at digit level;  12 >= 11;  Borrow: 0; 12 - 11 = 1. move one place left; 2 remains 2; final result: 1.</scratch>,1
There are 16 different books and 14 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 13 of the movies How many more books than movies are there in the ' crazy silly school ' series? Equation: <equation> 16 - 14</equation> ,<scratch>Subtracting 14 from 16 at digit level;  16 >= 14;  Borrow: 0; 16 - 14 = 2. move one place left; 1 remains 1; final result: 2.</scratch>,2
Jerry had 2 action figures and 10 books on a shelf in his room. Later he added 4 more action figures to the shelf. How many more books than action figures were on his shelf? Equation: <equation> 10 - 6</equation> ,<scratch>Subtracting 4 from 10 at digit level;  10 >= 4;  Borrow: 0; 10 - 4 = 6. move one place left; 0 remains 0; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 0 remains 0; final result: 4.</scratch>,4
Mary is baking a cake. The recipe calls for 5 cups of sugar and 13 cups of flour. She already put in some cups of flour. If she still needs 12 more cups of flour How many cups of flour did she put in? Equation: <equation> 13 - 12</equation> ,<scratch>Subtracting 12 from 13 at digit level;  13 >= 12;  Borrow: 0; 13 - 12 = 1. move one place left; 3 remains 3; final result: 1.</scratch>,1
Paul had 134 books. After giving 39 books to his friend and selling some books in a garage sale he had 68 books left. How many books did he sell in the garage sale? Equation: <equation> 134.0 - -29.0</equation>,<scratch>Subtracting 39 from 134 at digit level;  13 >= 3;  Borrow: 0; 13 - 3 = 10. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 1 remains 1; final result: 103.</scratch>,103
Paco had 97 salty cookies and 34 sweet cookies. He ate 15 sweet cookies and 56 salty cookies. How many sweet cookies did Paco have left? Equation: <equation> 34 - 15</equation> ,<scratch>Subtracting 15 from 34 at digit level;  34 >= 15;  Borrow: 0; 34 - 15 = 19. move one place left; 3 remains 3; final result: 19.</scratch>,19
Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday. How many more kids did she play with on monday and tuesday than on wednesday? Equation: <equation> 33 - 7</equation> ,<scratch>Adding 15 and 18 at digit level;  15 + 18 = 33. move one place left; 0 remains 0; final result: 33.</scratch>,33
Baker made 133 cakes. If he sold 51 of them How many more cakes did baker make than those he sold? Equation: <equation> 133 - 51</equation> ,<scratch>Subtracting 51 from 133 at digit level;  13 >= 5;  Borrow: 0; 13 - 5 = 8. move one place left; 3 remains 3; Subtracting 1 from 3 at digit level;  3 >= 1;  Borrow: 0; 3 - 1 = 2. move one place left; 8 remains 8; final result: 82.</scratch>,82
Olivia spent 38 dollars at a supermarket. If there were 128 dollars in her wallet initially How much money does she have left? Equation: <equation> 128 - 38</equation> ,<scratch>Subtracting 38 from 128 at digit level;  12 >= 3;  Borrow: 1; 12 - 3 = 9. move one place left; 8 remains 8; Subtracting 1 from 8 at digit level;  8 >= 1;  Borrow: 0; 8 - 1 = 7. move one place left; 9 remains 9; final result: 90.</scratch>,90
Baker sold 44 cakes. If he had made 48 cakes initially How many cakes would baker still have? Equation: <equation> 48 - 44</equation> ,<scratch>Subtracting 44 from 48 at digit level;  48 >= 44;  Borrow: 0; 48 - 44 = 4. move one place left; 8 remains 8; Subtracting 0 from 8 at digit level;  8 >= 0;  Borrow: 0; 8 - 0 = 8. move one place left; 4 remains 4; final result: 4.</scratch>,4
Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework How many pages did she have to complete in all? Equation: <equation> 16 - 3</equation> ,<scratch>Subtracting 3 from 16 at digit level;  16 >= 3;  Borrow: 0; 16 - 3 = 13. move one place left; 6 remains 6; final result: 13.</scratch>,13
Dan has $ 5. He bought a chocolate for $ 3 and a candy bar for $ 7. How much money did he spend to buy candy bar than he did to buy chocolate? Equation: <equation> 7 - 3</equation> ,<scratch>Subtracting 3 from 7 at digit level;  7 >= 3;  Borrow: 0; 7 - 3 = 4. move one place left; 3 remains 3; final result: 4.</scratch>,4
Jessie weighed 92 kilograms. After she started to go jogging everyday she lost 56 kilograms in the first week and 99 kilograms in the second week. How much did she weigh after the first week of jogging? Equation: <equation> 92 - 56</equation> ,<scratch>Subtracting 56 from 92 at digit level;  9 >= 5;  Borrow: 1; 9 - 5 = 4. move one place left; 2 remains 2; Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 9 remains 9; final result: 36.</scratch>,36
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 32 inches farther than the grasshopper and the mouse jumped 26 inches lesser than the frog. How far did the mouse jump? Equation: <equation> 57 - 26</equation> ,<scratch>Adding 32 to 25 at digit level;  25 >= 32;  Borrow: 0; 25 + 32 = 57. move one place left; 5 remains 5; Subtracting 26 from 57 at digit level;  57 >= 26;  Borrow: 0; 57 - 26 = 31. move one place left; 5 remains 5; final result: 31.</scratch>,31
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends How many invitations will be left? Equation: <equation> 70 - 2</equation> ,<scratch>Multiplying 7 by 10 at digit level;  7 >= 10;  Borrow: 0; 7 * 10 = 70. move one place left; 0 remains 0; Subtracting 2 from 70 at digit level;  70 >= 2;  Borrow: 0; 70 - 2 = 68. move one place left; 0 remains 0; final result: 68.</scratch>,68
Rachel's tree had 4 apples initially. She picked some apples and now there are 2 apples left on the tree. How many apples did rachel pick? Equation: <equation> 4 - 2</equation> ,<scratch>Subtracting 2 from 4 at digit level;  4 >= 2;  Borrow: 0; 4 - 2 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys. How much more does a jersey cost than a t-shirt? Equation: <equation> 115 - 25</equation> ,<scratch>Subtracting 25 from 115 at digit level;  115 >= 25;  Borrow: 0; 115 - 25 = 90. move one place left; 5 remains 5; final result: 90.</scratch>,90
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start? Equation: <equation> 22.0 - -3.0</equation>,<scratch>Subtracting -3 from 22 at digit level;  22 >= -3;  Borrow: 0; 22 - (-3) = 25. move one place left; 2 remains 2; final result: 25.</scratch>,25
Baker made 126 cakes and 48 pastries. If he sold 115 cakes and 81 pastries How many more cakes than pastries did baker make? Equation: <equation> 126 - 48</equation> ,<scratch>Subtracting 48 from 126 at digit level;  12 >= 4;  Borrow: 1; 12 - 4 = 8. move one place left; 6 remains 6; Subtracting 1 from 6 at digit level;  6 >= 1;  Borrow: 0; 6 - 1 = 5. move one place left; 2 remains 2; final result: 78.</scratch>,78
At the arcade Dave had won 19 tickets. If he used 12 to buy some toys and 7 more to buy some clothes How many more tickets did Dave use to buy toys than he did to buy clothes? Equation: <equation> 12 - 7</equation> ,<scratch>Subtracting 7 from 12 at digit level;  12 >= 7;  Borrow: 0; 12 - 7 = 5. move one place left; 0 remains 0; final result: 5.</scratch>,5
Paul got a box of 440 crayons for his birthday. During the school year he gave 111 crayons to his friends while he lost 106 crayons. How many crayons did he have left? Equation: <equation> 440 - 217</equation> ,<scratch>Subtracting 106 from 111 at digit level;  111 >= 106;  Borrow: 0; 111 - 106 = 5. move one place left; 1 remains 1; Subtracting 5 from 1 at digit level;  1 >= 5;  Borrow: 1; 1 - 5 = -4. move one place left; 1 remains 1; final result: 217.</scratch>,217
Some campers went rowing in the morning while 7 campers went rowing in the afternoon. If a total of 60 campers went rowing that day How many campers went rowing in the morning? Equation: <equation> 60 - 7</equation> ,<scratch>Subtracting 7 from 60 at digit level;  60 >= 7;  Borrow: 0; 60 - 7 = 53. move one place left; 0 remains 0; final result: 53.</scratch>,53
Jerry had 7 books and 3 action figures on a shelf in his room. Later he added 2 more action figures to the shelf. How many more books than action figures were on his shelf? Equation: <equation> 7 - 5</equation> ,<scratch>Subtracting 5 from 7 at digit level;  7 >= 5;  Borrow: 0; 7 - 5 = 2. move one place left; 7 remains 7; Subtracting 0 from 7 at digit level;  7 >= 0;  Borrow: 0; 7 - 0 = 7. move one place left; 2 remains 2; final result: 5.</scratch>,5
Katie had 57 new games and 39 old games. Her friends had 34 new games. How many more games does Katie have than her friends? Equation: <equation> 96 - 34</equation> ,<scratch>Adding 57 and 39 at digit level;  57 >= 39;  Borrow: 0; 57 + 39 = 96. move one place left; 39 remains 39; Subtracting 34 from 96 at digit level;  96 >= 34;  Borrow: 0; 96 - 34 = 62. move one place left; 39 remains 39; final result: 62.</scratch>,62
Jake brought 6 balloons to the park. If Jake brought 4 more balloons than the number of balloons that Allan brought How many balloons did Allan bring to the park? Equation: <equation> 6 - 4</equation> ,<scratch>Subtracting 4 from 6 at digit level;  6 >= 4;  Borrow: 0; 6 - 4 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
At the arcade Dave had won 14 tickets and lost 2 tickets. If he used 10 to buy some toys How many tickets did Dave have left? Equation: <equation> 14.0 - -8.0</equation>,<scratch>Adding 14 and -2 at digit level;  14 >= -2;  Borrow: 0; 14 + -2 = 12. move one place left; 4 remains 4; Adding 12 and -10 at digit level;  12 >= -10;  Borrow: 0; 12 + -10 = 2. move one place left; 4 remains 4; final result: 24.</scratch>,24
Edward had $ 18. He spent $ 16. How much money does Edward have now? Equation: <equation> 18 - 16</equation> ,<scratch>Subtracting 16 from 18 at digit level;  18 >= 16;  Borrow: 0; 18 - 16 = 2. move one place left; 8 remains 8; final result: 2.</scratch>,2
For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 2 more dollars. If she spent 6 dollars. How much more money did she receive from her dad than she did from her mom? Equation: <equation> 5 - 2</equation> ,<scratch>Subtracting 2 from 5 at digit level;  5 >= 2;  Borrow: 0; 5 - 2 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
Baker made 14 cakes and 153 pastries. If he sold 8 pastries and 97 cakes How many more cakes than pastries did baker sell? Equation: <equation> 97 - 8</equation> ,<scratch>Subtracting 8 from 97 at digit level;  9 >= 8;  Borrow: 0; 9 - 8 = 1. move one place left; 7 remains 7; final result: 89.</scratch>,89
After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially How many trees does she have left? Equation: <equation> 12 - 2</equation> ,<scratch>Subtracting 2 from 12 at digit level;  12 >= 2;  Borrow: 0; 12 - 2 = 10. move one place left; 2 remains 2; final result: 10.</scratch>,10
Paco had 8 sweet cookies and 6 salty cookies. He ate 20 sweet cookies and 34 salty cookies. How many more salty cookies than sweet cookies did he eat? Equation: <equation> 34 - 20</equation> ,<scratch>Subtracting 20 from 34 at digit level;  34 >= 20;  Borrow: 0; 34 - 20 = 14. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 3 remains 3; final result: 14.</scratch>,14
A grocery store had 79 bottles of regular soda, 53 bottles of diet soda and 42 apples. How many more bottles of regular soda than diet soda did they have? Equation: <equation> 79 - 53</equation> ,<scratch>Subtracting 53 from 79 at digit level;  7 >= 5;  Borrow: 0; 7 - 5 = 2. move one place left; 9 remains 9; Subtracting 3 from 9 at digit level;  9 >= 3;  Borrow: 0; 9 - 3 = 6. move one place left; 2 remains 2; final result: 26.</scratch>,26
Jake has 84 more apples and 10 fewer peaches than Steven. Steven has 13 peaches and 52 apples. How many peaches does Jake have? Equation: <equation> 13 - 10</equation> ,<scratch>Subtracting 10 from 13 at digit level;  13 >= 10;  Borrow: 0; 13 - 10 = 3. move one place left; 3 remains 3; final result: 3.</scratch>,3
Rachel had to complete 7 pages of math homework, 11 pages of reading homework and 8 more pages of biology homework. How many more pages of reading homework than biology homework did she have? Equation: <equation> 11 - 8</equation> ,<scratch>Subtracting 8 from 11 at digit level;  11 >= 8;  Borrow: 0; 11 - 8 = 3. move one place left; 1 remains 1; final result: 3.</scratch>,3
The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave? Equation: <equation> 1218 - 849</equation> ,<scratch>Subtracting 849 from 1218 at digit level;  12 >= 8;  Borrow: 1; 12 - 8 = 4. move one place left; 1 remains 1; Subtracting 9 from 4 at digit level;  4 >= 9;  Borrow: 1; 4 - 9 = -5. move one place left; 1 remains 1; final result: 369.</scratch>,369
Bobby had 32 pieces of candy. He ate some pieces of candy. If he has 20 pieces of candy left How many pieces of candy did Bobby eat? Equation: <equation> 32 - 20</equation> ,<scratch>Subtracting 20 from 32 at digit level;  32 >= 20;  Borrow: 0; 32 - 20 = 12. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 3 remains 3; final result: 12.</scratch>,12
Baker sold 8 cakes. If he had made 40 cakes initially How many more cakes did baker make than those he sold? Equation: <equation> 40 - 8</equation> ,<scratch>Subtracting 8 from 40 at digit level;  40 >= 8;  Borrow: 0; 40 - 8 = 32. move one place left; 0 remains 0; final result: 32.</scratch>,32
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 100 visitors came to the Buckingham palace on the previous day. If there were 666 visitors on that day How many more visitors visited the Buckingham palace on that day than on the previous day? Equation: <equation> 666 - 100</equation> ,<scratch>Subtracting 100 from 666 at digit level;  6 >= 1;  Borrow: 0; 6 - 1 = 5. move one place left; 66 remains 66; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 66 remains 66; final result: 566.</scratch>,566
Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour. How many more cups of sugar than cups of flour does she need to add now? Equation: <equation> 11.0 - 5.0</equation>,<scratch>Subtracting 5 from 11 at digit level;  11 >= 5;  Borrow: 0; 11 - 5 = 6. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 1 remains 1; final result: 6.</scratch>,6
Jake has 6 fewer peaches than Steven. Steven has 18 more peaches than Jill. If jill has 5 peaches How many peaches does Jake have? Equation: <equation> 23 - 6</equation> ,<scratch>Subtracting 6 from 23 at digit level;  23 >= 6;  Borrow: 0; 23 - 6 = 17. move one place left; 3 remains 3; final result: 17.</scratch>,17
Allan brought 6 balloons and Jake brought 2 balloons to the park. Jake then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park? Equation: <equation> 6 - 5</equation> ,<scratch>Subtracting 5 from 6 at digit level;  6 >= 5;  Borrow: 0; 6 - 5 = 1. move one place left; 6 remains 6; final result: 1.</scratch>,1
Ed had 12 more marbles than Doug. Ed lost 20 of his marbles at the playground. If Ed had 17 marbles How many marbles does Doug have now? Equation: <equation> 17 - 12</equation> ,<scratch>Subtracting 12 from 17 at digit level;  17 >= 12;  Borrow: 0; 17 - 12 = 5. move one place left; 7 remains 7; final result: 5.</scratch>,5
Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp. How many kids go to the camp during the break? Equation: <equation> 313473 - 274865</equation> ,<scratch>Subtracting 274865 from 313473 at digit level;  31 >= 27;  Borrow: 0; 31 - 27 = 4. move one place left; 34 remains 34; Subtracting 5 from 4 at digit level;  4 >= 5;  Borrow: 1; 4 - 5 = -1. move one place left; 34 remains 34; Subtracting 1 from 34 at digit level;  34 >= 1;  Borrow: 0; 34 - 1 = 33. move one place left; 34 remains 34; final result: 38608.</scratch>,38608
The Razorback shop makes $ 210 dollars off each jersey and $ 240 off each t-shirt. During the Arkansas and Texas tech game they sold 177 t-shirts and 23 jerseys. How much more does a t-shirt cost than a jersey? Equation: <equation> 240 - 210</equation> ,<scratch>Subtracting 210 from 240 at digit level;  240 >= 210;  Borrow: 0; 240 - 210 = 30. move one place left; 2 remains 2; final result: 30.</scratch>,30
Baker made 54 cakes and 143 pastries. If he sold 68 cakes and 92 pastries How many more pastries than cakes did baker sell? Equation: <equation> 92 - 68</equation> ,<scratch>Subtracting 68 from 92 at digit level;  9 >= 6;  Borrow: 0; 9 - 6 = 3. move one place left; 2 remains 2; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 9 remains 9; final result: 24.</scratch>,24
Bobby ate 23 pieces of candy. If he initially had 30 pieces of candy How many pieces of candy does he still have left? Equation: <equation> 30 - 23</equation> ,<scratch>Subtracting 23 from 30 at digit level;  30 >= 23;  Borrow: 0; 30 - 23 = 7. move one place left; 0 remains 0; final result: 7.</scratch>,7
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog. How far did the frog jump? Equation: <equation> 19 - 4</equation> ,<scratch>Subtracting 4 from 19 at digit level;  19 >= 4;  Borrow: 0; 19 - 4 = 15. move one place left; 9 remains 9; final result: 15.</scratch>,15
Danny collects bottle caps and wrappers. He found 15 bottle caps and 18 wrappers at the park. Now he has 67 wrappers and 35 bottle caps in his collection. How many more wrappers than bottle caps does danny have now? Equation: <equation> 67 - 35</equation> ,<scratch>Subtracting 35 from 67 at digit level;  67 >= 35;  Borrow: 0; 67 - 35 = 32. move one place left; 7 remains 7; final result: 32.</scratch>,32
Robin's hair was 17 inches long. He cut off some inches of her hair. If his hair is now 13 inches long How much of his hair did he cut? Equation: <equation> 17 - 13</equation> ,<scratch>Subtracting 13 from 17 at digit level;  17 >= 13;  Borrow: 0; 17 - 13 = 4. move one place left; 7 remains 7; Subtracting 0 from 7 at digit level;  7 >= 0;  Borrow: 0; 7 - 0 = 7. move one place left; 4 remains 4; final result: 4.</scratch>,4
Baker made 56 pastries and 124 cakes. If he sold 104 cakes and 29 pastries How many pastries would baker still have? Equation: <equation> 56 - 29</equation> ,<scratch>Subtracting 29 from 56 at digit level;  5 >= 2;  Borrow: 1; 5 - 2 = 3. move one place left; 6 remains 6; Subtracting 1 from 6 at digit level;  6 >= 1;  Borrow: 0; 6 - 1 = 5. move one place left; 3 remains 3; final result: 27.</scratch>,27
3 birds were sitting on the fence. 2 more birds and 6 more storks came to join them. How many more storks than birds are sitting on the fence? Equation: <equation> 6 - 5</equation> ,<scratch>Adding 2 to 3 at digit level;  3 >= 2;  Borrow: 0; 3 + 2 = 5. move one place left; 0 remains 0; Adding 6 to 0 at digit level;  0 >= 6;  Borrow: 0; 0 + 6 = 6. move one place left; 0 remains 0; final result: 1.</scratch>,1
The Razorback shop makes $ 86 dollars off each t-shirt and $ 232 off each jersey. During the Arkansas and Texas tech game they sold 254 t-shirts and 43 jerseys. How much more does a jersey cost than a t-shirt? Equation: <equation> 232 - 86</equation> ,<scratch>Subtracting 86 from 232 at digit level;  232 >= 86;  Borrow: 0; 232 - 86 = 146. move one place left; 2 remains 2; final result: 146.</scratch>,146
Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first? Equation: <equation> 68 - 66</equation> ,<scratch>Subtracting 66 from 68 at digit level;  68 >= 66;  Borrow: 0; 68 - 66 = 2. move one place left; 6 remains 6; final result: 2.</scratch>,2
Haley grew 14 trees in her backyard. After a typhoon 9 died. How many more trees died in the typhoon than those that survived? Equation: <equation> 9.0 - 5.0</equation>,<scratch>Subtracting 5 from 9 at digit level;  9 >= 5;  Borrow: 0; 9 - 5 = 4. move one place left; 0 remains 0; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 0 remains 0; final result: 4.</scratch>,4
Dave had 11 apps and 3 files on his phone. After deleting some apps and files he had 24 files and 2 apps left. How many more files than apps does he have left on the phone? Equation: <equation> 24 - 2</equation> ,<scratch>Subtracting 2 from 24 at digit level;  24 >= 2;  Borrow: 0; 24 - 2 = 22. move one place left; 2 remains 2; final result: 22.</scratch>,22
Jack received 10 emails in the morning, 7 emails in the afternoon and 17 emails in the evening. How many more emails did Jack receive in the morning than in the afternoon? Equation: <equation> 10 - 7</equation> ,<scratch>Subtracting 7 from 10 at digit level;  10 >= 7;  Borrow: 0; 10 - 7 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
