question,answer
Jesse's room is 12 feet long and 11 feet wide. How much longer is her room than it is wide? The equation to solve this problem is: <equation> ( 12.0 - 11.0 )</equation>,1
There are 16 different books and 14 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 13 of the movies How many more books than movies are there in the ' crazy silly school ' series? The equation to solve this problem is: <equation> ( 16.0 - 14.0 )</equation>,2
Jerry had 2 action figures and 10 books on a shelf in his room. Later he added 4 more action figures to the shelf. How many more books than action figures were on his shelf? The equation to solve this problem is: <equation> ( 10.0 - ( 2.0 + 4.0 ) )</equation>,4
Mary is baking a cake. The recipe calls for 5 cups of sugar and 13 cups of flour. She already put in some cups of flour. If she still needs 12 more cups of flour How many cups of flour did she put in? The equation to solve this problem is: <equation> ( 13.0 - 12.0 )</equation>,1
Paul had 134 books. After giving 39 books to his friend and selling some books in a garage sale he had 68 books left. How many books did he sell in the garage sale? The equation to solve this problem is: <equation> ( ( 134.0 - 39.0 ) - 68.0 )</equation>,27
Paco had 97 salty cookies and 34 sweet cookies. He ate 15 sweet cookies and 56 salty cookies. How many sweet cookies did Paco have left? The equation to solve this problem is: <equation> ( 34.0 - 15.0 )</equation>,19
Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday. How many more kids did she play with on monday and tuesday than on wednesday? The equation to solve this problem is: <equation> ( ( 15.0 + 18.0 ) - 7.0 )</equation>,30
Baker made 133 cakes. If he sold 51 of them How many more cakes did baker make than those he sold? The equation to solve this problem is: <equation> ( 133.0 - 51.0 )</equation>,82
Olivia spent 38 dollars at a supermarket. If there were 128 dollars in her wallet initially How much money does she have left? The equation to solve this problem is: <equation> ( 128.0 - 38.0 )</equation>,90
Baker sold 44 cakes. If he had made 48 cakes initially How many cakes would baker still have? The equation to solve this problem is: <equation> ( 48.0 - 44.0 )</equation>,4
Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework How many pages did she have to complete in all? The equation to solve this problem is: <equation> ( ( 8.0 + 8.0 ) - 3.0 )</equation>,15
Dan has $ 5. He bought a chocolate for $ 3 and a candy bar for $ 7. How much money did he spend to buy candy bar than he did to buy chocolate? The equation to solve this problem is: <equation> ( 7.0 - 3.0 )</equation>,4
Jessie weighed 92 kilograms. After she started to go jogging everyday she lost 56 kilograms in the first week and 99 kilograms in the second week. How much did she weigh after the first week of jogging? The equation to solve this problem is: <equation> ( 92.0 - 56.0 )</equation>,36
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 32 inches farther than the grasshopper and the mouse jumped 26 inches lesser than the frog. How far did the mouse jump? The equation to solve this problem is: <equation> ( ( 25.0 + 32.0 ) - 26.0 )</equation>,51
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends How many invitations will be left? The equation to solve this problem is: <equation> ( ( 10.0 * 7.0 ) - 2.0 )</equation>,66
Rachel's tree had 4 apples initially. She picked some apples and now there are 2 apples left on the tree. How many apples did rachel pick? The equation to solve this problem is: <equation> ( 4.0 - 2.0 )</equation>,2
The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys. How much more does a jersey cost than a t-shirt? The equation to solve this problem is: <equation> ( 115.0 - 25.0 )</equation>,90
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start? The equation to solve this problem is: <equation> ( ( 22.0 - 5.0 ) - 8.0 )</equation>,9
Baker made 126 cakes and 48 pastries. If he sold 115 cakes and 81 pastries How many more cakes than pastries did baker make? The equation to solve this problem is: <equation> ( 126.0 - 48.0 )</equation>,78
At the arcade Dave had won 19 tickets. If he used 12 to buy some toys and 7 more to buy some clothes How many more tickets did Dave use to buy toys than he did to buy clothes? The equation to solve this problem is: <equation> ( 12.0 - 7.0 )</equation>,5
Paul got a box of 440 crayons for his birthday. During the school year he gave 111 crayons to his friends while he lost 106 crayons. How many crayons did he have left? The equation to solve this problem is: <equation> ( 440.0 - ( 111.0 + 106.0 ) )</equation>,113
Some campers went rowing in the morning while 7 campers went rowing in the afternoon. If a total of 60 campers went rowing that day How many campers went rowing in the morning? The equation to solve this problem is: <equation> ( 60.0 - 7.0 )</equation>,53
Jerry had 7 books and 3 action figures on a shelf in his room. Later he added 2 more action figures to the shelf. How many more books than action figures were on his shelf? The equation to solve this problem is: <equation> ( 7.0 - ( 3.0 + 2.0 ) )</equation>,4
Katie had 57 new games and 39 old games. Her friends had 34 new games. How many more games does Katie have than her friends? The equation to solve this problem is: <equation> ( ( 57.0 + 39.0 ) - 34.0 )</equation>,90
Jake brought 6 balloons to the park. If Jake brought 4 more balloons than the number of balloons that Allan brought How many balloons did Allan bring to the park? The equation to solve this problem is: <equation> ( 6.0 - 4.0 )</equation>,2
At the arcade Dave had won 14 tickets and lost 2 tickets. If he used 10 to buy some toys How many tickets did Dave have left? The equation to solve this problem is: <equation> ( ( 14.0 - 2.0 ) - 10.0 )</equation>,2
Edward had $ 18. He spent $ 16. How much money does Edward have now? The equation to solve this problem is: <equation> ( 18.0 - 16.0 )</equation>,2
For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 2 more dollars. If she spent 6 dollars. How much more money did she receive from her dad than she did from her mom? The equation to solve this problem is: <equation> ( 5.0 - 2.0 )</equation>,3
Baker made 14 cakes and 153 pastries. If he sold 8 pastries and 97 cakes How many more cakes than pastries did baker sell? The equation to solve this problem is: <equation> ( 97.0 - 8.0 )</equation>,89
After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially How many trees does she have left? The equation to solve this problem is: <equation> ( 12.0 - 2.0 )</equation>,10
Paco had 8 sweet cookies and 6 salty cookies. He ate 20 sweet cookies and 34 salty cookies. How many more salty cookies than sweet cookies did he eat? The equation to solve this problem is: <equation> ( 34.0 - 20.0 )</equation>,14
A grocery store had 79 bottles of regular soda, 53 bottles of diet soda and 42 apples. How many more bottles of regular soda than diet soda did they have? The equation to solve this problem is: <equation> ( 79.0 - 53.0 )</equation>,26
Jake has 84 more apples and 10 fewer peaches than Steven. Steven has 13 peaches and 52 apples. How many peaches does Jake have? The equation to solve this problem is: <equation> ( 13.0 - 10.0 )</equation>,3
Rachel had to complete 7 pages of math homework, 11 pages of reading homework and 8 more pages of biology homework. How many more pages of reading homework than biology homework did she have? The equation to solve this problem is: <equation> ( 11.0 - 8.0 )</equation>,3
The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave? The equation to solve this problem is: <equation> ( 1218.0 - 849.0 )</equation>,369
Bobby had 32 pieces of candy. He ate some pieces of candy. If he has 20 pieces of candy left How many pieces of candy did Bobby eat? The equation to solve this problem is: <equation> ( 32.0 - 20.0 )</equation>,12
Baker sold 8 cakes. If he had made 40 cakes initially How many more cakes did baker make than those he sold? The equation to solve this problem is: <equation> ( 40.0 - 8.0 )</equation>,32
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 100 visitors came to the Buckingham palace on the previous day. If there were 666 visitors on that day How many more visitors visited the Buckingham palace on that day than on the previous day? The equation to solve this problem is: <equation> ( 666.0 - 100.0 )</equation>,566
Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour. How many more cups of sugar than cups of flour does she need to add now? The equation to solve this problem is: <equation> ( 11.0 - ( 9.0 - 4.0 ) )</equation>,7
Jake has 6 fewer peaches than Steven. Steven has 18 more peaches than Jill. If jill has 5 peaches How many peaches does Jake have? The equation to solve this problem is: <equation> ( ( 18.0 + 5.0 ) - 6.0 )</equation>,27
Allan brought 6 balloons and Jake brought 2 balloons to the park. Jake then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park? The equation to solve this problem is: <equation> ( 6.0 - ( 2.0 + 3.0 ) )</equation>,3
Ed had 12 more marbles than Doug. Ed lost 20 of his marbles at the playground. If Ed had 17 marbles How many marbles does Doug have now? The equation to solve this problem is: <equation> ( 17.0 - 12.0 )</equation>,5
Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp. How many kids go to the camp during the break? The equation to solve this problem is: <equation> ( 313473.0 - 274865.0 )</equation>,38608
The Razorback shop makes $ 210 dollars off each jersey and $ 240 off each t-shirt. During the Arkansas and Texas tech game they sold 177 t-shirts and 23 jerseys. How much more does a t-shirt cost than a jersey? The equation to solve this problem is: <equation> ( 240.0 - 210.0 )</equation>,30
Baker made 54 cakes and 143 pastries. If he sold 68 cakes and 92 pastries How many more pastries than cakes did baker sell? The equation to solve this problem is: <equation> ( 92.0 - 68.0 )</equation>,24
Bobby ate 23 pieces of candy. If he initially had 30 pieces of candy How many pieces of candy does he still have left? The equation to solve this problem is: <equation> ( 30.0 - 23.0 )</equation>,7
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog. How far did the frog jump? The equation to solve this problem is: <equation> ( 19.0 - 4.0 )</equation>,15
Danny collects bottle caps and wrappers. He found 15 bottle caps and 18 wrappers at the park. Now he has 67 wrappers and 35 bottle caps in his collection. How many more wrappers than bottle caps does danny have now? The equation to solve this problem is: <equation> ( 67.0 - 35.0 )</equation>,32
Robin's hair was 17 inches long. He cut off some inches of her hair. If his hair is now 13 inches long How much of his hair did he cut? The equation to solve this problem is: <equation> ( 17.0 - 13.0 )</equation>,4
Baker made 56 pastries and 124 cakes. If he sold 104 cakes and 29 pastries How many pastries would baker still have? The equation to solve this problem is: <equation> ( 56.0 - 29.0 )</equation>,27
3 birds were sitting on the fence. 2 more birds and 6 more storks came to join them. How many more storks than birds are sitting on the fence? The equation to solve this problem is: <equation> ( 6.0 - ( 3.0 + 2.0 ) )</equation>,4
The Razorback shop makes $ 86 dollars off each t-shirt and $ 232 off each jersey. During the Arkansas and Texas tech game they sold 254 t-shirts and 43 jerseys. How much more does a jersey cost than a t-shirt? The equation to solve this problem is: <equation> ( 232.0 - 86.0 )</equation>,146
Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first? The equation to solve this problem is: <equation> ( 68.0 - 66.0 )</equation>,2
Haley grew 14 trees in her backyard. After a typhoon 9 died. How many more trees died in the typhoon than those that survived? The equation to solve this problem is: <equation> ( 9.0 - ( 14.0 - 9.0 ) )</equation>,6
Dave had 11 apps and 3 files on his phone. After deleting some apps and files he had 24 files and 2 apps left. How many more files than apps does he have left on the phone? The equation to solve this problem is: <equation> ( 24.0 - 2.0 )</equation>,22
Jack received 10 emails in the morning, 7 emails in the afternoon and 17 emails in the evening. How many more emails did Jack receive in the morning than in the afternoon? The equation to solve this problem is: <equation> ( 10.0 - 7.0 )</equation>,3
Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake. How many more packs of cookie did she buy over cake? The equation to solve this problem is: <equation> ( 10.0 - 4.0 )</equation>,6
Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese. How many more hours does he spend on learning english than he does on learning chinese? The equation to solve this problem is: <equation> ( 6.0 - 2.0 )</equation>,4
David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did 34 push-ups and 62 crunches How many crunches did David do? The equation to solve this problem is: <equation> ( 62.0 - 17.0 )</equation>,45
The grasshopper and the frog had a jumping contest. The frog jumped 39 inches and the grasshopper jumped 17 inches. How much farther did the frog jump than the grasshopper? The equation to solve this problem is: <equation> ( 39.0 - 17.0 )</equation>,22
Paul had 50 books. After buying some in a garage sale he had 151 left. How many books did he buy? The equation to solve this problem is: <equation> ( 151.0 - 50.0 )</equation>,101
If they are already at 659 feet and the cave is 762 feet deep How much farther until they reach the end of the cave? The equation to solve this problem is: <equation> ( 762.0 - 659.0 )</equation>,103
Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now How many action figures did he add to the shelf? The equation to solve this problem is: <equation> ( 8.0 - 4.0 )</equation>,4
Jack received a total of 9 emails in the day. If he received 7 emails in the morning and some more in the afternoon How many emails did Jack receive in the afternoon? The equation to solve this problem is: <equation> ( 9.0 - 7.0 )</equation>,2
A grocery store had 19 bottles of diet soda and 60 bottles of regular soda. How many more bottles of regular soda than diet soda did they have? The equation to solve this problem is: <equation> ( 60.0 - 19.0 )</equation>,41
A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long. How many more pages does the second chapter have than the third chapter? The equation to solve this problem is: <equation> ( 18.0 - 3.0 )</equation>,15
Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks left How many blocks did he use to build the tower? The equation to solve this problem is: <equation> ( 97.0 - 72.0 )</equation>,25
A waiter had 13 customers. After some left he got 4 new customers. If he still had 9 customers How many customers left? The equation to solve this problem is: <equation> ( 13.0 - ( 9.0 - 4.0 ) )</equation>,2
Every day Ryan spends 3 hours on learning english and some more hours on learning chinese. If he spends a total of 4 hours on learning english and chinese everyday How many hours does he spend on learning chinese? The equation to solve this problem is: <equation> ( 4.0 - 3.0 )</equation>,1
A book has 2 chapters across 81 pages. The second chapter is 68 pages long. How many pages are in the second chapter? The equation to solve this problem is: <equation> ( 81.0 - 68.0 )</equation>,13
Baker made 52 pastries and 84 cakes. If he sold 102 cakes and 94 pastries How many more cakes than pastries did baker make? The equation to solve this problem is: <equation> ( 84.0 - 52.0 )</equation>,32
Jessie weighed 71 kilograms. After she started to go jogging everyday she lost 20 kilograms. How much does she weigh now? The equation to solve this problem is: <equation> ( 71.0 - 20.0 )</equation>,51
Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home? The equation to solve this problem is: <equation> ( 898051.0 - 629424.0 )</equation>,268627
Dave had 17 apps and 21 files on his phone. After deleting some apps and files he had 3 apps and 7 files left. How many files did he delete? The equation to solve this problem is: <equation> ( 21.0 - 7.0 )</equation>,14
Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left? The equation to solve this problem is: <equation> ( 242.0 - 136.0 )</equation>,106
There were 13 roses in the vase. Jessica cut some more roses from her flower garden which had a total of 12 roses. There are now 21 roses in the vase. How many roses are left in the garden? The equation to solve this problem is: <equation> ( 12.0 - ( 21.0 - 13.0 ) )</equation>,1
Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now How many action figures did he have initially on the shelf? The equation to solve this problem is: <equation> ( ( 10.0 + 7.0 ) - 2.0 )</equation>,15
A book has 2 chapters across 23 pages. The first chapter is 10 pages long. How many pages are in the first chapter? The equation to solve this problem is: <equation> ( 23.0 - 10.0 )</equation>,13
Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has 15 books now How many more books did he sell than he bought? The equation to solve this problem is: <equation> ( 21.0 - 15.0 )</equation>,6
Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons How many balloons did Jake bring to the park? The equation to solve this problem is: <equation> ( 3.0 - 2.0 )</equation>,1
After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park? The equation to solve this problem is: <equation> ( 32.0 - 25.0 )</equation>,7
Winter is almost here and most animals are migrating to warmer countries. There are 41 bird families living near the mountain. If 35 bird families flew away to asia and 62 bird families flew away to africa How many more bird families flew away to africa than those that flew away to asia? The equation to solve this problem is: <equation> ( 62.0 - 35.0 )</equation>,27
Rachel had to complete 5 pages of math homework and yet more pages of reading homework. If she had to complete a total of 7 pages of homework How many pages of reading homework did she have to complete? The equation to solve this problem is: <equation> ( 7.0 - 5.0 )</equation>,2
There were 6 roses and 20 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 21 orchids and 22 roses in the vase. How many more roses than orchids are there in the vase now? The equation to solve this problem is: <equation> ( 22.0 - 21.0 )</equation>,1
There were 8 people on the bus. At the next stop 12 more people got on the bus and 3 people got off. How many people are there on the bus now? The equation to solve this problem is: <equation> ( ( 8.0 + 12.0 ) - 3.0 )</equation>,23
Dave had 15 apps and 24 files on his phone. After deleting some apps and files he had 21 apps and 4 files left. How many more apps than files does he have left on the phone? The equation to solve this problem is: <equation> ( 21.0 - 4.0 )</equation>,17
Mary is baking a cake. The recipe calls for 11 cups of sugar 6 cups of flour and 9 cups of salt. She already put in 12 cups of flour. How many more cups of sugar than cups of salt does she need to add now? The equation to solve this problem is: <equation> ( 11.0 - 9.0 )</equation>,2
Dan has $ 7. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money is left? The equation to solve this problem is: <equation> ( 7.0 - ( 2.0 + 3.0 ) )</equation>,2
During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676. About how many kids in Lawrence county went to camp? The equation to solve this problem is: <equation> ( 91676.0 - 61619.0 )</equation>,29997
Josh had 7 marbles in his collection. He lost 8 marbles and found 10 new ones. How many more marbles did he find than those he lost? The equation to solve this problem is: <equation> ( 10.0 - 8.0 )</equation>,2
Nell collects cards. She had 239 baseball cards and 38 Ace cards. She gave some of her cards to Jeff and now has 376 Ace cards and 111 baseball cards left. How many more Ace cards than baseball cards does Nell have? The equation to solve this problem is: <equation> ( 376.0 - 111.0 )</equation>,265
In a school there are 362 boys and 257 girls. 403 more girls joined the school. How many more girls than boys does the school have? The equation to solve this problem is: <equation> ( ( 257.0 + 403.0 ) - 362.0 )</equation>,308
Julia played tag with 16 kids on monday. If she played tag with 12 more kids on monday than on tuesday How many kids did she play with on tuesday? The equation to solve this problem is: <equation> ( 16.0 - 12.0 )</equation>,4
He then went to see the oranges being harvested. He found out that they harvest 41 sacks of unripe oranges and 86 sacks of ripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day? The equation to solve this problem is: <equation> ( 86.0 - 41.0 )</equation>,45
Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park How many balloons did Jake bring to the park? The equation to solve this problem is: <equation> ( 6.0 - 5.0 )</equation>,1
Paco had 37 sweet cookies and 11 salty cookies. He ate 5 sweet cookies and 2 salty cookies. How many more sweet cookies than salty cookies did he eat? The equation to solve this problem is: <equation> ( 5.0 - 2.0 )</equation>,3
Paul got a box of 267 crayons for his birthday. During the school year he lost 231 crayons while he gave away 308 crayons to his friends. How many more crayons did he give to his friends than those he lost? The equation to solve this problem is: <equation> ( 308.0 - 231.0 )</equation>,77
Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 20 eggs and 6 marbles. How many more eggs does Rebecca have than marbles? The equation to solve this problem is: <equation> ( 20.0 - 6.0 )</equation>,14
Paige raised 15 goldfish in the pond but stray cats loved eating them. 5 were eaten. How many goldfish remained? The equation to solve this problem is: <equation> ( 15.0 - 5.0 )</equation>,10
Dave had 19 apps on his phone. He deleted 5 apps. How many apps are left on his phone? The equation to solve this problem is: <equation> ( 19.0 - 5.0 )</equation>,14
Mary is baking a cake. The recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt. She already put in 4 cups of flour. How many more cups of flour than cups of sugar does she need to add now? The equation to solve this problem is: <equation> ( ( 14.0 - 4.0 ) - 9.0 )</equation>,5
Jack received 10 emails and 12 letters in the morning. He then received 3 emails and 44 letters in the afternoon. How many more emails did Jack receive in the morning than in the afternoon? The equation to solve this problem is: <equation> ( 10.0 - 3.0 )</equation>,7
David did 27 more push-ups but 7 less crunches than Zachary in gym class today. If Zachary did 5 push-ups and 17 crunches How many more crunches than push-ups did Zachary do? The equation to solve this problem is: <equation> ( 17.0 - 5.0 )</equation>,12
There were 106 dollars in Olivia's wallet. After she visited a supermarket and a showroom there were 26 dollars left. If she spent 49 dollars at the showroom How much did she spend at the supermarket? The equation to solve this problem is: <equation> ( ( 106.0 - 26.0 ) - 49.0 )</equation>,31
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper? The equation to solve this problem is: <equation> ( 33.0 - 5.0 )</equation>,28
Some children were riding on the bus. At the bus stop 2 more children got on the bus. Then there were 41 children altogether on the bus. How many children were riding on the bus before the bus stop? The equation to solve this problem is: <equation> ( 41.0 - 2.0 )</equation>,39
Allan brought 5 balloons and Jake brought 3 balloons to the park. How many more balloons did Allan have than Jake in the park? The equation to solve this problem is: <equation> ( 5.0 - 3.0 )</equation>,2
Winter is almost here and most animals are migrating to warmer countries. There are 8 bird families living near the mountain. If 42 bird families flew away to africa and 31 bird families flew away to asia How many more bird families flew away to africa than those that flew away to asia? The equation to solve this problem is: <equation> ( 42.0 - 31.0 )</equation>,11
Zachary did 46 push-ups and 58 crunches in gym class today. David did 38 more push-ups but 62 less crunches than zachary. How many more crunches than push-ups did Zachary do? The equation to solve this problem is: <equation> ( 58.0 - 46.0 )</equation>,12
For Gwen's birthday she received 3 dollars from her mom. Her dad gave her 6 more dollars. If she spent 4 dollars. How much more money did she receive from her dad than she did from her mom? The equation to solve this problem is: <equation> ( 6.0 - 3.0 )</equation>,3
Baker made 61 pastries and 167 cakes. If he sold 108 cakes and 44 pastries How many cakes would baker still have? The equation to solve this problem is: <equation> ( 167.0 - 108.0 )</equation>,59
There are 11 different books and 17 different movies in the ' crazy silly school ' series. If you read 7 of the books and watched 21 of the movies How many more movies than books have you read? The equation to solve this problem is: <equation> ( 21.0 - 7.0 )</equation>,14
Ed had 6 more marbles than Doug. Doug lost 7 of his marbles at the playground. If Ed had 22 marbles How many marbles does Doug have now? The equation to solve this problem is: <equation> ( ( 22.0 - 6.0 ) - 7.0 )</equation>,11
Dan has $ 2. He bought a candy bar for $ 6 and a chocolate for $ 3. How much money did he spend to buy candy bar than he did to buy chocolate? The equation to solve this problem is: <equation> ( 6.0 - 3.0 )</equation>,3
A waiter had 3 customers. After some left he still had 4 customers. How many more customers stayed behind than those that left? The equation to solve this problem is: <equation> ( 4.0 - ( 3.0 - 4.0 ) )</equation>,1
Jackie has 10 apples. Adam has 8 apples. How many more apples does Jackie have than Adam? The equation to solve this problem is: <equation> ( 10.0 - 8.0 )</equation>,2
Baker made 19 cakes and 131 pastries. If he sold 70 cakes and 88 pastries How many more pastries than cakes did baker make? The equation to solve this problem is: <equation> ( 131.0 - 19.0 )</equation>,112
For Gwen's birthday she received 7 dollars. She spent some money and has 5 dollars left with her. How much money did she spend? The equation to solve this problem is: <equation> ( 7.0 - 5.0 )</equation>,2
Winter is almost here and most animals are migrating to warmer countries. 27 bird families flew away for the winter from near a mountain. If there were 41 bird families living near the mountain initially How many bird families were left near the mountain? The equation to solve this problem is: <equation> ( 41.0 - 27.0 )</equation>,14
Jake has 16 fewer peaches than Steven. Steven has 15 more peaches than Jill. If Jill has 12 peaches How many more peaches does Jill have than Jake? The equation to solve this problem is: <equation> ( 16.0 - 15.0 )</equation>,1
A book has 2 chapters. The first chapter is 60 pages long. If there are a total of 93 pages in the book How many pages are in the second chapter? The equation to solve this problem is: <equation> ( 93.0 - 60.0 )</equation>,33
Julia played tag with some kids on monday. She played tag with 14 kids on tuesday. If she played with a total of 16 kids How many kids did she play with on monday? The equation to solve this problem is: <equation> ( 16.0 - 14.0 )</equation>,2
Baker's friend bought 137 cakes from him. If he had made 169 cakes initially How many cakes would baker still have? The equation to solve this problem is: <equation> ( 169.0 - 137.0 )</equation>,32
Jerry had 5 action figures and 9 books on a shelf in his room. Later he added 7 more action figures to the shelf. How many more action figures than books were on his shelf? The equation to solve this problem is: <equation> ( ( 5.0 + 7.0 ) - 9.0 )</equation>,1
Kelly has 80 nintendo games. She found 31 more nintendo games. How many does she need to give away so that she will have 6 games left? The equation to solve this problem is: <equation> ( ( 80.0 + 31.0 ) - 6.0 )</equation>,115
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch? The equation to solve this problem is: <equation> ( 17.0 - 7.0 )</equation>,10
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day? The equation to solve this problem is: <equation> ( 74.0 - 5.0 )</equation>,69
17 red peaches and 16 green peaches are in the basket. How many more red peaches than green peaches are in the basket? The equation to solve this problem is: <equation> ( 17.0 - 16.0 )</equation>,1
During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home. How many more kids stayed home compared to those who went to the camp? The equation to solve this problem is: <equation> ( 777622.0 - 202958.0 )</equation>,574664
6 birds and 3 storks were sitting on the fence. 2 more storks came to join them. How many more birds than storks are sitting on the fence? The equation to solve this problem is: <equation> ( 6.0 - ( 3.0 + 2.0 ) )</equation>,3
There are 22 different books and 10 different movies in the ' crazy silly school ' series. If you read 12 of the books and watched 56 of the movies How many more books do you still have to read? The equation to solve this problem is: <equation> ( 22.0 - 12.0 )</equation>,10
Because of the decision Sofia asked 288 students to suggest specific types of food. 264 students suggested adding bacon while others suggested adding mashed potatoes to the menu. How many students suggested mashed potatoes? The equation to solve this problem is: <equation> ( 288.0 - 264.0 )</equation>,24
Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asia How many bird families were left near the mountain? The equation to solve this problem is: <equation> ( 85.0 - ( 23.0 + 37.0 ) )</equation>,25
Dan has $ 4. He bought a chocolate for $ 7 and a candy bar for $ 2. How much money did he spend to buy chocolate than he did to buy candy bar? The equation to solve this problem is: <equation> ( 7.0 - 2.0 )</equation>,5
At the arcade Dave had won 18 tickets. If he used 5 to buy some toys and 11 more to buy some clothes How many tickets did Dave have left? The equation to solve this problem is: <equation> ( 18.0 - ( 5.0 + 11.0 ) )</equation>,2
There were 21 roses in the vase. Jessica threw away 34 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 15 roses in the vase. How many more roses did she throw away than those she cut from her garden? The equation to solve this problem is: <equation> ( 21.0 - 15.0 )</equation>,16
Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Jake have than Allan in the park? The equation to solve this problem is: <equation> ( 6.0 - ( 2.0 + 3.0 ) )</equation>,3
After a typhoon, 2 trees in Haley's backyard died. If she had grown 11 trees initially How many more trees survived the typhoon than those that died? The equation to solve this problem is: <equation> ( ( 11.0 - 2.0 ) - 2.0 )</equation>,7
David did 30 more push-ups than Zachary in gym class today. If David did 37 push-ups How many push-ups did Zachary do? The equation to solve this problem is: <equation> ( 37.0 - 30.0 )</equation>,7
Marco and his dad went strawberry picking. Marco's strawberries weighed 30 pounds. If together their strawberries weighed 47 pounds. How much more did his strawberries weigh than his dad's? The equation to solve this problem is: <equation> ( 30.0 - ( 47.0 - 30.0 ) )</equation>,10
Debby bought 264 water bottles when they were on sale. If she drank 15 bottles a day for 11 days. How many bottles does she have left? The equation to solve this problem is: <equation> ( 264.0 - ( 15.0 * 11.0 ) )</equation>,104
33 campers went rowing in the morning 34 campers went rowing in the afternoon and 10 campers went rowing in the evening. How many more campers went rowing in the afternoon than in the evening? The equation to solve this problem is: <equation> ( 34.0 - 10.0 )</equation>,24
Baker made 7 cakes and 148 pastries. If he sold 15 cakes and 103 pastries How many pastries would baker still have? The equation to solve this problem is: <equation> ( 148.0 - 103.0 )</equation>,45
Robin cut off 13 inches of his hair. If his hair was 14 inches long initially How long is his hair now? The equation to solve this problem is: <equation> ( 14.0 - 13.0 )</equation>,1
Last week Fred had 60 dollars and Jason had 19 dollars. Jason washed cars over the weekend and now has 33 dollars. How much money did Jason make washing cars? The equation to solve this problem is: <equation> ( 33.0 - 19.0 )</equation>,14
